city,total_customers,total_revenue,avg_spending
guabiju,1,51.83,51.83
guabiruba,5,786.8100000000001,157.36200000000002
guacui,15,4791.7,319.44666666666666
guadalupe,4,1502.76,375.69
guaiba,29,7241.79,249.71689655172415
guaicara,8,917.56,114.695
guaira,41,5918.6900000000005,144.35829268292684
guairaca,1,100.44,100.44
guaiuba,1,1524.1,1524.1
guajara-mirim,3,202.85,67.61666666666666
guamare,2,242.64,121.32
guamiranga,1,284.89,284.89
guanambi,36,5367.47,149.0963888888889
guanhaes,18,2313.75,128.54166666666666
guape,1,210.48000000000002,210.48000000000002
guapiacu,6,995.55,165.92499999999998
guapiara,3,251.95,83.98333333333333
guapimirim,21,3446.99,164.14238095238093
guapirama,1,107.78,107.78
guapo,6,868.7,144.78333333333333
guapore,18,3987.06,221.50333333333333
guara,8,1434.22,179.2775
guarabira,10,1642.8600000000001,164.286
