city,total_customers,total_revenue,avg_spending
abadia dos dourados,3,413.5,137.83333333333334
abadiania,1,1025.52,1025.52
abaete,12,1946.81,162.23416666666665
abaetetuba,11,4672.2699999999995,424.7518181818181
abaiara,2,332.15,166.075
abaira,2,203.0,101.5
abare,2,224.73,112.365
abatia,3,220.19,73.39666666666666
abdon batista,1,156.70000000000002,156.70000000000002
abelardo luz,6,890.86,148.47666666666666
abrantes,1,200.35,200.35
abre campo,5,367.28999999999996,73.458
abreu e lima,9,3333.48,370.38666666666666
acaiaca,2,207.9,103.95
acailandia,7,1233.48,176.21142857142857
acajutiba,1,50.95,50.95
acarau,6,2671.04,445.17333333333335
acari,1,412.43,412.43
acegua,2,282.39,141.195
acopiara,7,901.6700000000001,128.81
acreuna,7,1306.45,186.6357142857143
acu,2,553.45,276.725
acucena,1,54.11,54.11
adamantina,34,6318.12,185.8270588235294
adhemar de barros,1,166.29,166.29
adolfo,5,441.59000000000003,88.31800000000001
adrianopolis,1,89.17,89.17
adustina,1,102.27,102.27
afogados da ingazeira,8,1596.3899999999999,199.54874999999998
afonso claudio,11,1767.92,160.72
afranio,2,448.03999999999996,224.01999999999998
agisse,1,56.37,56.37
agrestina,1,2066.34,2066.34
agrolandia,1,60.91,60.91
agronomica,2,281.5,140.75
agua boa,16,3920.82,245.05125
agua branca,5,661.1,132.22
agua clara,2,259.17,129.585
agua comprida,2,140.65,70.325
agua doce,1,336.05,336.05
agua doce do norte,4,463.52000000000004,115.88000000000001
agua fria de goias,1,167.81,167.81
agua limpa,1,416.8,416.8
agua nova,1,77.67,77.67
agua preta,1,147.34,147.34
agua santa,2,227.59000000000003,113.79500000000002
aguai,9,2370.7999999999997,263.4222222222222
aguas belas,6,1041.4,173.5666666666667
aguas claras,1,116.96,116.96
aguas da prata,10,1257.57,125.75699999999999
aguas de lindoia,22,3758.36,170.83454545454546
aguas de santa barbara,3,202.03,67.34333333333333
aguas de sao pedro,2,304.03,152.015
aguas formosas,5,1580.57,316.114
aguas frias,1,318.98,318.98
aguas lindas de goias,23,3048.61,132.5482608695652
aguas mornas,1,104.52000000000001,104.52000000000001
aguas vermelhas,3,692.8900000000001,230.96333333333337
agudo,1,32.1,32.1
agudos,16,1508.95,94.309375
aguia branca,1,31.130000000000003,31.130000000000003
aimores,10,1143.77,114.377
aiuaba,1,147.38,147.38
aiuruoca,4,365.03,91.2575
ajapi,1,121.34,121.34
ajuricaba,2,245.37,122.685
alagoa,1,93.98,93.98
alagoa grande,1,178.52,178.52
alagoa nova,1,164.29,164.29
alagoinha,2,339.52000000000004,169.76000000000002
alagoinhas,39,7711.179999999999,197.7225641025641
alambari,3,228.94,76.31333333333333
alcantara,1,464.86,464.86
alcinopolis,4,1256.1399999999999,314.03499999999997
alcobaca,4,1481.9,370.475
alegre,17,3265.01,192.05941176470589
alegrete,34,5663.23,166.56558823529411
alegrete do piaui,1,173.88,173.88
alegria,1,58.28,58.28
alem paraiba,28,3548.32,126.72571428571429
alexandra,1,51.31,51.31
alexandria,2,221.92,110.96
alexandrita,1,130.0,130.0
alexania,5,568.25,113.65
alfenas,42,6705.74,159.66047619047617
alfredo chaves,6,1551.96,258.66
alfredo marcondes,1,169.23,169.23
alfredo vasconcelos,3,616.74,205.58
alfredo wagner,2,844.67,422.335
alhandra,2,1307.91,653.955
alianca,1,89.92999999999999,89.92999999999999
alianca do tocantins,2,264.0,132.0
almas,1,113.56,113.56
almenara,14,3212.33,229.45214285714286
almino afonso,1,470.01,470.01
almirante tamandare,34,5466.96,160.79294117647058
almirante tamandare do sul,1,65.0,65.0
alpercata,2,260.77,130.385
alpestre,1,136.98000000000002,136.98000000000002
alpinopolis,6,1305.42,217.57000000000002
alta floresta,10,4547.0,454.7
alta floresta d'oeste,3,805.5,268.5
altamira,25,6399.84,255.99360000000001
altamira do parana,2,307.11,153.555
altaneira,2,496.26,248.13
alterosa,3,308.64,102.88
altinho,1,50.94,50.94
altinopolis,4,1506.04,376.51
alto alegre,3,366.41,122.13666666666667
alto alegre do iguacu,1,454.5,454.5
alto alegre do maranhao,1,123.32000000000001,123.32000000000001
alto alegre do pindare,1,259.56,259.56
alto araguaia,5,1228.1299999999999,245.62599999999998
alto boa vista,3,1072.57,357.5233333333333
alto caparao,2,522.0799999999999,261.03999999999996
alto do rodrigues,7,3725.9800000000005,532.2828571428572
alto garcas,2,340.06,170.03
alto horizonte,2,285.15,142.575
alto jequitiba,3,275.42999999999995,91.80999999999999
alto paraiso,2,1333.91,666.955
alto paraiso de goias,9,1963.31,218.14555555555555
alto parana,2,451.84,225.92
alto parnaiba,5,948.0999999999999,189.61999999999998
alto piquiri,1,432.5,432.5
alto rio doce,4,278.54999999999995,69.63749999999999
alto rio novo,2,327.23,163.615
alto santo,3,801.01,267.00333333333333
alto sao joao,1,73.25,73.25
alto taquari,3,821.17,273.7233333333333
altonia,3,557.1800000000001,185.7266666666667
altos,5,1560.87,312.174
aluminio,13,1500.64,115.43384615384616
alvarenga,2,245.10999999999999,122.55499999999999
alvares florence,2,227.23,113.615
alvares machado,8,4227.42,528.4275
alvaro de carvalho,2,399.0,199.5
alvinopolis,11,1020.96,92.81454545454545
alvorada,55,9522.01,173.12745454545455
alvorada d'oeste,1,430.1,430.1
alvorada do gurgueia,1,87.85,87.85
alvorada do norte,2,383.44,191.72
amambai,6,930.94,155.15666666666667
amanari,1,419.39,419.39
amapa do maranhao,1,50.05,50.05
amapora,2,180.65,90.325
amaraji,2,521.89,260.945
amarante,1,953.84,953.84
amargosa,1,71.81,71.81
amelia rodrigues,3,430.02,143.34
america dourada,1,217.92000000000002,217.92000000000002
americana,212,29240.47,137.92674528301887
americano do brasil,3,346.28999999999996,115.42999999999999
americo brasiliense,15,4019.8599999999997,267.99066666666664
americo de campos,1,293.35999999999996,293.35999999999996
ametista do sul,2,275.51,137.755
amontada,1,81.57,81.57
amparo,58,14918.6,257.21724137931034
amparo da serra,1,66.06,66.06
ampere,6,2100.1,350.01666666666665
anadia,2,462.59999999999997,231.29999999999998
anage,1,97.38,97.38
analandia,4,575.7,143.925
ananas,1,122.75999999999999,122.75999999999999
ananindeua,82,21264.44,259.32243902439023
anapolis,108,20485.68,189.68222222222224
anastacio,2,153.35,76.675
anaurilandia,1,86.24,86.24
anchieta,15,3344.2400000000002,222.94933333333336
andarai,1,109.5,109.5
andira,9,2282.92,253.6577777777778
andorinha,5,797.61,159.522
andradas,11,5040.04,458.18545454545455
andradina,38,7329.8099999999995,192.88973684210524
andre da rocha,1,146.13,146.13
andrelandia,3,169.07,56.35666666666666
andrequice,1,215.14,215.14
angatuba,8,983.0300000000001,122.87875000000001
angelica,1,76.86,76.86
angelina,1,142.04999999999998,142.04999999999998
angelo frechiani,1,43.6,43.6
angical,1,293.5,293.5
angical do piaui,1,80.92,80.92
angicos,1,101.77,101.77
angra dos reis,80,22638.01,282.975125
anguera,1,144.99,144.99
angulo,3,394.06,131.35333333333332
angustura,1,166.29,166.29
anhandui,1,83.23,83.23
anhembi,1,120.09,120.09
anhumas,1,72.42,72.42
anicuns,8,809.19,101.14875
anita garibaldi,5,385.93,77.186
anitapolis,2,642.38,321.19
anta,3,291.53000000000003,97.17666666666668
anta gorda,4,655.25,163.8125
antonina,10,2285.4,228.54000000000002
antonina do norte,1,130.57999999999998,130.57999999999998
antonio cardoso,2,439.92,219.96
antonio carlos,3,294.15,98.05
antonio goncalves,1,51.69,51.69
antonio martins,1,97.67,97.67
antonio pereira,2,122.32,61.16
antonio prado,4,779.76,194.94
antonio prado de minas,3,334.21,111.40333333333332
antunes,1,135.39,135.39
aparecida,23,4752.889999999999,206.6473913043478
aparecida d'oeste,1,31.75,31.75
aparecida de goiania,100,19230.66,192.3066
aparecida de monte alto,1,199.26,199.26
aparecida de sao manuel,2,256.78999999999996,128.39499999999998
aparecida do rio negro,1,172.57999999999998,172.57999999999998
aparecida do taboado,7,2768.59,395.5128571428572
aperibe,12,1835.91,152.9925
apiaca,6,534.42,89.07
apiai,6,714.94,119.15666666666668
apiuna,6,2655.58,442.59666666666664
apodi,3,492.07,164.02333333333334
apora,1,65.7,65.7
apore,1,197.38,197.38
apuarema,1,204.38,204.38
apucarana,49,8853.76,180.68897959183673
apuiares,2,421.56000000000006,210.78000000000003
aquidaba,1,113.55,113.55
aquidauana,3,154.75,51.583333333333336
aquiraz,1,398.85,398.85
aracaju,209,44252.17,211.7328708133971
aracariguama,7,1046.42,149.48857142857145
aracati,21,3677.54,175.1209523809524
aracatu,1,95.75999999999999,95.75999999999999
aracatuba,133,20524.06,154.31624060150378
arace,4,491.18,122.795
araci,3,358.24,119.41333333333334
aracitaba,2,156.74,78.37
aracoiaba,5,713.1500000000001,142.63000000000002
aracoiaba da serra,11,1701.76,154.70545454545456
aracruz,38,5787.9400000000005,152.3142105263158
aracuai,9,1588.78,176.5311111111111
aragarcas,3,247.60000000000002,82.53333333333335
aragoiania,1,112.9,112.9
araguacu,1,162.86,162.86
araguaia,1,67.23,67.23
araguaina,37,9729.11,262.94891891891893
araguana,1,224.07,224.07
araguapaz,2,160.89,80.445
araguari,53,12194.41,230.08320754716982
araguatins,4,925.44,231.36
aramari,1,445.12,445.12
arame,1,64.14,64.14
aramina,1,111.61000000000001,111.61000000000001
arandu,3,332.64,110.88
arantina,1,204.41,204.41
arapei,2,353.71,176.855
arapiraca,28,10308.22,368.1507142857143
arapoema,1,98.57,98.57
araponga,2,305.13,152.565
arapongas,31,7609.41,245.46483870967742
arapora,5,1253.3700000000001,250.67400000000004
arapoti,9,1280.91,142.32333333333335
arapua,1,112.77,112.77
araputanga,4,645.25,161.3125
araquari,11,1285.36,116.85090909090908
arara,1,137.14000000000001,137.14000000000001
ararangua,18,2786.74,154.81888888888886
araraquara,145,23680.98,163.31710344827587
araras,88,17144.3,194.8215909090909
arari,2,828.79,414.395
ararica,2,252.0,126.0
araripe,1,155.0,155.0
araripina,11,1538.05,139.82272727272726
araruama,72,26681.65,370.5784722222222
araruna,5,714.92,142.98399999999998
arataca,1,865.78,865.78
aratiba,1,106.49,106.49
aratuba,2,429.74,214.87
araucaria,52,6967.11,133.98288461538462
araujos,5,2711.2200000000003,542.244
araxa,75,15041.84,200.55786666666665
arceburgo,7,1160.83,165.83285714285714
arcos,24,6081.08,253.37833333333333
arcoverde,5,677.4,135.48
areado,6,1360.55,226.75833333333333
areal,7,1364.63,194.94714285714286
arealva,3,236.92000000000002,78.97333333333334
areia,2,233.46,116.73
areia branca,3,312.99,104.33
areia branca dos assis,3,569.4300000000001,189.81000000000003
areial,1,194.82,194.82
areias,3,568.63,189.54333333333332
areiopolis,3,944.24,314.74666666666667
arembepe,2,494.05999999999995,247.02999999999997
arenapolis,2,396.46000000000004,198.23000000000002
arenopolis,1,128.9,128.9
aribice,1,76.15,76.15
arinos,8,959.8199999999999,119.97749999999999
aripuana,8,1348.38,168.5475
ariquemes,12,5360.87,446.7391666666667
ariranha,5,647.27,129.454
armacao dos buzios,26,7370.110000000001,283.46576923076924
armazem,2,289.35,144.675
arneiroz,2,462.53,231.265
aroeiras,1,167.48000000000002,167.48000000000002
arraial d ajuda,1,90.7,90.7
arraial d'ajuda,7,739.0799999999999,105.58285714285714
arraial do cabo,24,7138.76,297.4483333333333
arraias,2,254.23000000000002,127.11500000000001
arroio do meio,8,1732.86,216.6075
arroio do sal,5,2945.21,589.042
arroio do tigre,2,319.0,159.5
arroio dos ratos,8,1420.4,177.55
arroio grande,3,457.84000000000003,152.61333333333334
arroio trinta,1,185.84,185.84
arrozal,3,912.81,304.27
artur nogueira,40,6723.88,168.097
aruana,1,360.62,360.62
aruja,65,9158.210000000001,140.89553846153848
arvoredo,1,49.4,49.4
arvorezinha,3,527.58,175.86
ascurra,4,414.25,103.5625
assai,5,1019.8,203.95999999999998
assare,1,118.25999999999999,118.25999999999999
assis,79,15711.41,198.8786075949367
assis chateaubriand,12,1426.3,118.85833333333333
assuncao,1,132.69,132.69
astolfo dutra,8,2060.1,257.5125
astorga,6,669.73,111.62166666666667
atalaia,1,137.65,137.65
atalanta,1,351.0,351.0
ataleia,2,200.69,100.345
atibaia,149,24570.0,164.8993288590604
atilio vivacqua,1,107.78,107.78
augustinopolis,1,144.89,144.89
augusto correa,3,440.0,146.66666666666666
augusto pestana,2,143.95,71.975
aurea,2,451.5,225.75
auriflama,10,2029.77,202.977
aurilandia,1,176.2,176.2
aurora,5,870.17,174.034
aurora do para,1,115.46000000000001,115.46000000000001
avanhandava,7,905.33,129.33285714285714
avare,62,9960.53,160.65370967741936
avelar,4,824.24,206.06
avelino lopes,2,142.72,71.36
azurita,3,220.85000000000002,73.61666666666667
bacabal,11,3883.5,353.04545454545456
bacaxa,1,72.50999999999999,72.50999999999999
bacuri,2,823.9200000000001,411.96000000000004
bady bassitt,6,615.24,102.54
baependi,8,1587.3899999999999,198.42374999999998
bage,61,10516.51,172.40180327868853
baianopolis,2,493.28,246.64
baixa grande,1,66.24,66.24
baixa grande do ribeiro,1,213.47,213.47
baixo guandu,8,1617.17,202.14625
balbinos,1,69.29,69.29
baldim,2,699.0400000000001,349.52000000000004
balneario arroio do silva,4,450.66999999999996,112.66749999999999
balneario barra do sul,4,482.62,120.655
balneario camboriu,95,19681.49,207.17357894736844
balneario gaivota,3,329.12,109.70666666666666
balneario picarras,8,1619.82,202.4775
balneario pinhal,6,1301.6399999999999,216.93999999999997
balneario rincao,3,444.3,148.1
balsa nova,1,33.97,33.97
balsamo,5,2247.32,449.46400000000006
balsas,16,7480.84,467.5525
bambui,18,2558.6800000000003,142.1488888888889
banabuiu,1,139.61,139.61
bananal,5,702.49,140.498
bananeiras,5,544.74,108.94800000000001
bandeira,3,419.21,139.73666666666665
bandeira do sul,2,466.29999999999995,233.14999999999998
bandeirantes,14,2113.63,150.97357142857143
bandeirantes d'oeste,1,65.09,65.09
bandeirantes do tocantins,2,432.2,216.1
banzae,1,127.41999999999999,127.41999999999999
barao,1,57.53,57.53
barao ataliba nogueira,1,1351.51,1351.51
barao de cocais,18,2452.94,136.27444444444444
barao de cotegipe,1,309.41999999999996,309.41999999999996
barao de juparana,1,46.72,46.72
barao do triunfo,1,99.13999999999999,99.13999999999999
barauna,1,288.37,288.37
barbacena,73,15505.24,212.4005479452055
barbalha,6,1515.4099999999999,252.5683333333333
barbosa ferraz,2,995.5,497.75
barcarena,6,1323.67,220.61166666666668
bariri,15,3075.22,205.01466666666664
barra,2,194.83999999999997,97.41999999999999
barra bonita,26,4720.12,181.5430769230769
barra da estiva,6,1311.92,218.65333333333334
barra de guabiraba,2,565.8,282.9
barra de santa rosa,1,291.5,291.5
barra de santo antonio,2,629.12,314.56
barra de sao francisco,8,908.93,113.61625
barra de sao joao,13,2835.3799999999997,218.10615384615383
barra de sao miguel,2,226.64000000000001,113.32000000000001
barra do bugres,3,1272.05,424.01666666666665
barra do choca,3,877.49,292.49666666666667
barra do corda,7,1354.33,193.47571428571428
barra do garcas,24,5146.93,214.45541666666668
barra do jacare,1,71.42999999999999,71.42999999999999
barra do mendes,3,383.28,127.75999999999999
barra do pirai,46,6517.66,141.68826086956523
barra do ribeiro,5,742.89,148.578
barra do rio azul,1,148.71,148.71
barra do tarrachil,1,1079.82,1079.82
barra do turvo,3,380.5,126.83333333333333
barra dos coqueiros,3,629.46,209.82000000000002
barra longa,1,1341.55,1341.55
barra mansa,117,21926.29,187.40418803418805
barra velha,15,2014.4099999999999,134.29399999999998
barracao,3,166.70999999999998,55.56999999999999
barras,3,291.68,97.22666666666667
barreira,1,142.01,142.01
barreiras,50,13291.57,265.8314
barreirinhas,4,490.73,122.6825
barreiros,5,1514.09,302.818
barretos,68,10440.35,153.5345588235294
barrinha,15,3963.0,264.2
barro,4,769.02,192.255
barro alto,3,255.51000000000002,85.17
barro preto,1,146.57999999999998,146.57999999999998
barrocas,1,118.25999999999999,118.25999999999999
barrolandia,2,124.53999999999999,62.269999999999996
barros cassal,3,800.36,266.7866666666667
barroso,11,1575.52,143.2290909090909
barueri,406,60495.11,149.0027339901478
bastos,15,2161.72,144.11466666666666
bataguassu,5,732.9200000000001,146.584
bataipora,1,180.10000000000002,180.10000000000002
batalha,3,308.1,102.7
batatais,25,6368.4800000000005,254.7392
bataypora,2,292.02,146.01
baturite,3,551.09,183.6966666666667
bauru,257,46155.32,179.59268482490273
bayeux,7,1139.41,162.77285714285716
bebedouro,50,6328.14,126.56280000000001
beberibe,3,1823.9099999999999,607.9699999999999
bela cruz,4,1024.47,256.1175
bela vista,3,522.88,174.29333333333332
bela vista de goias,7,753.3499999999999,107.62142857142855
bela vista de minas,1,134.51,134.51
bela vista do maranhao,1,83.15,83.15
bela vista do paraiso,3,658.49,219.49666666666667
belem,421,97195.75,230.8687648456057
belem do sao francisco,2,771.02,385.51
belford roxo,102,14900.14,146.0798039215686
belmonte,2,262.55,131.275
belo campo,3,257.64,85.88
belo horizonte,2606,436572.58,167.52593246354567
belo jardim,11,2013.15,183.01363636363638
belo oriente,5,833.02,166.60399999999998
belo vale,3,374.48,124.82666666666667
bemposta,1,48.11,48.11
benedito leite,1,134.12,134.12
benedito novo,6,1093.77,182.295
benevides,2,343.03000000000003,171.51500000000001
bento de abreu,2,371.47999999999996,185.73999999999998
bento goncalves,51,8622.26,169.06392156862745
bequimao,1,386.15,386.15
berilo,1,78.22,78.22
berizal,1,221.98000000000002,221.98000000000002
bernardino de campos,4,328.87,82.2175
bertioga,46,10833.529999999999,235.51152173913042
bertolinia,1,483.87,483.87
bertopolis,1,82.12,82.12
betim,195,32291.46,165.59723076923078
bezerros,10,1651.23,165.123
bias fortes,2,108.47999999999999,54.239999999999995
bicas,6,1099.3,183.21666666666667
biguacu,22,3738.8900000000003,169.94954545454547
bilac,6,1182.49,197.08166666666668
birigui,75,17735.56,236.47413333333336
biritiba-mirim,10,1579.77,157.977
biritinga,1,147.57,147.57
bituruna,5,598.23,119.646
blumenau,176,30200.51,171.5938068181818
boa esperanca,18,5310.12,295.00666666666666
boa esperanca do iguacu,1,51.0,51.0
boa esperanca do sul,11,1012.62,92.05636363636364
boa ventura,1,31.689999999999998,31.689999999999998
boa viagem,3,546.76,182.25333333333333
boa vista,39,9631.08,246.95076923076923
boa vista da aparecida,4,264.63,66.1575
boa vista das missoes,1,367.56,367.56
boa vista do burica,1,252.09,252.09
boa vista do cadeado,1,464.98,464.98
boa vista do gurupi,2,154.75,77.375
boa vista do sul,1,46.22,46.22
boca da mata,2,298.03,149.015
bocaina,6,2349.61,391.6016666666667
bocaiuva,12,2213.09,184.42416666666668
bocaiuva do sul,2,72.7,36.35
bodo,1,84.57,84.57
bodoco,2,269.03000000000003,134.51500000000001
bodoquena,1,991.06,991.06
bofete,5,758.67,151.73399999999998
boituva,45,8483.68,188.52622222222223
bom conselho,7,1848.32,264.04571428571427
bom despacho,38,5554.6,146.17368421052632
bom jardim,16,2862.4900000000002,178.90562500000001
bom jardim de goias,1,25.1,25.1
bom jardim de minas,8,1068.38,133.5475
bom jesus,12,3240.7,270.05833333333334
bom jesus da lapa,9,3153.69,350.41
bom jesus da penha,1,241.68,241.68
bom jesus da serra,2,322.28999999999996,161.14499999999998
bom jesus das selvas,2,301.41999999999996,150.70999999999998
bom jesus do amparo,1,218.54,218.54
bom jesus do araguaia,1,1247.2900000000002,1247.2900000000002
bom jesus do galho,4,5139.88,1284.97
bom jesus do itabapoana,20,4011.27,200.5635
bom jesus do norte,4,781.85,195.4625
bom jesus do querendo,1,188.55,188.55
bom jesus do sul,1,245.10000000000002,245.10000000000002
bom jesus do tocantins,2,820.8499999999999,410.42499999999995
bom jesus dos perdoes,16,2027.16,126.6975
bom principio,6,1140.75,190.125
bom repouso,4,487.95000000000005,121.98750000000001
bom retiro,1,88.37,88.37
bom retiro do sul,2,1484.21,742.105
bom sucesso,5,1102.48,220.496
bombinhas,15,2305.3,153.68666666666667
bonfim,5,480.24,96.048
bonfim paulista,18,2850.17,158.34277777777777
bonfinopolis,2,512.6,256.3
bonfinopolis de minas,2,1433.7500000000002,716.8750000000001
boninal,2,909.8,454.9
bonito,17,3342.66,196.6270588235294
bonito de minas,1,115.44,115.44
bonito de santa fe,1,162.85,162.85
boqueirao do leao,2,300.14,150.07
boquira,1,95.67,95.67
bora,1,139.71,139.71
boraceia,1,39.96,39.96
borborema,8,936.8000000000001,117.10000000000001
borda da mata,6,1062.25,177.04166666666666
borrazopolis,2,312.23,156.115
bossoroca,1,213.34,213.34
botelho,1,265.03999999999996,265.03999999999996
botelhos,8,1456.47,182.05875
botucatu,98,20533.32,209.52367346938775
botupora,1,346.51,346.51
botuvera,2,215.17000000000002,107.58500000000001
braco do norte,20,3423.42,171.171
braco do rio,2,138.93,69.465
braganca,9,1437.27,159.69666666666666
braganca paulista,140,23728.0,169.4857142857143
bras pires,2,108.02,54.01
brasil novo,3,396.1,132.03333333333333
brasilandia,1,75.07,75.07
brasilandia de minas,1,98.49,98.49
brasileia,1,139.53,139.53
brasilia,2013,360794.84,179.2324093392946
brasilia de minas,8,1124.55,140.56875
brasopolis,1,115.89999999999999,115.89999999999999
brauna,5,482.35,96.47
braunas,1,105.28,105.28
brazabrantes,2,82.7,41.35
brazopolis,6,1015.5,169.25
brejetuba,1,144.54,144.54
brejo,1,138.24,138.24
brejo bonito,1,153.9,153.9
brejo da madre de deus,4,512.73,128.1825
brejo do cruz,1,1217.78,1217.78
brejo dos santos,1,125.94,125.94
brejo grande,1,268.84,268.84
brejo santo,10,1949.35,194.935
brejoes,1,143.34,143.34
brejolandia,1,34.78,34.78
breu branco,3,575.7,191.9
breves,1,710.19,710.19
britania,1,105.36999999999999,105.36999999999999
brodowski,9,1123.3999999999999,124.82222222222221
brotas,12,1269.88,105.82333333333334
brotas de macaubas,1,185.62,185.62
brumadinho,26,2795.2400000000002,107.50923076923078
brumado,20,3565.5099999999998,178.2755
brusque,57,10454.19,183.40684210526317
bueno brandao,4,238.32999999999998,59.582499999999996
buenopolis,4,1464.22,366.055
buenos aires,2,311.83000000000004,155.91500000000002
buerarema,3,1116.81,372.27
bugre,1,209.3,209.3
buique,1,253.09,253.09
buri,10,1103.39,110.33900000000001
buritama,9,1234.42,137.1577777777778
buriti,1,229.91,229.91
buriti alegre,1,48.22,48.22
buriti do tocantins,1,86.78999999999999,86.78999999999999
buriti dos lopes,2,356.82,178.41
buriticupu,4,837.4,209.35
buritirama,2,286.11,143.055
buritis,15,2381.03,158.73533333333336
buritizal,2,102.88,51.44
buritizeiro,8,2911.23,363.90375
butia,6,1277.92,212.98666666666668
caarapo,4,1447.93,361.9825
cabaceiras do paraguacu,1,48.69,48.69
cabeceira grande,2,654.4100000000001,327.20500000000004
cabeceiras,1,33.13,33.13
cabedelo,6,1329.5,221.58333333333334
cabixi,1,234.5,234.5
cabo de santo agostinho,21,3618.25,172.29761904761904
cabo frio,112,18987.1,169.52767857142857
cabo verde,3,519.17,173.05666666666664
cabralia paulista,4,263.31,65.8275
cabreuva,6,881.6600000000001,146.94333333333336
cabrobo,6,1146.9099999999999,191.15166666666664
cacador,40,5469.62,136.7405
cacapava,70,12409.93,177.2847142857143
cacapava do sul,5,1044.83,208.96599999999998
cacaulandia,1,108.73,108.73
cacequi,3,342.23,114.07666666666667
caceres,25,5668.56,226.7424
cachoeira,4,573.71,143.4275
cachoeira alta,6,605.48,100.91333333333334
cachoeira da prata,2,214.43,107.215
cachoeira de minas,6,557.9100000000001,92.98500000000001
cachoeira de pajeu,3,504.03,168.01
cachoeira do brumado,1,211.17000000000002,211.17000000000002
cachoeira do campo,2,909.84,454.92
cachoeira do sul,30,5281.79,176.05966666666666
cachoeira dourada,3,327.69000000000005,109.23000000000002
cachoeira paulista,25,3768.01,150.7204
cachoeiras de macacu,20,2304.32,115.21600000000001
cachoeirinha,68,14408.35,211.88750000000002
cachoeiro de itapemirim,117,20446.64,174.75760683760683
cacoal,12,2414.7999999999997,201.23333333333332
caconde,10,1829.5700000000002,182.95700000000002
cacu,8,1163.53,145.44125
cacule,3,615.05,205.01666666666665
caem,1,80.02,80.02
caetanopolis,8,805.62,100.7025
caete,25,3655.9199999999996,146.2368
caetes,1,166.04000000000002,166.04000000000002
caetite,10,2300.45,230.045
cafeara,2,309.82,154.91
cafelandia,17,3370.2400000000002,198.24941176470588
caiana,3,285.61,95.20333333333333
caiaponia,4,428.97,107.2425
caibate,1,340.23999999999995,340.23999999999995
caibi,3,180.41000000000003,60.13666666666668
caicara do norte,1,1157.41,1157.41
caico,10,3215.31,321.531
caieiras,94,14920.41,158.72776595744682
cairu,1,78.64,78.64
caiua,2,170.99,85.495
cajamar,95,12091.13,127.27505263157894
cajapio,1,149.16,149.16
cajari,1,316.3,316.3
cajati,16,2100.69,131.293125
cajazeiras,11,2410.67,219.1518181818182
cajobi,8,1162.8899999999999,145.36124999999998
cajueiro,1,138.15,138.15
cajuri,1,71.53,71.53
cajuru,9,786.74,87.41555555555556
calcado,1,223.54,223.54
caldas,5,621.94,124.388
caldas brandao,1,192.32,192.32
caldas do jorro,1,394.52,394.52
caldas novas,36,6204.57,172.34916666666666
caldeirao grande,2,268.87,134.435
caldeirao grande do piaui,1,180.76,180.76
california,2,133.95,66.975
california da barra,6,1014.5,169.08333333333334
calmon,1,67.5,67.5
camacan,6,1269.4,211.5666666666667
camacari,58,9017.81,155.4794827586207
camacho,1,80.9,80.9
camamu,7,2802.0099999999998,400.28714285714284
camanducaia,9,2381.76,264.64000000000004
camapua,6,734.34,122.39
camaqua,12,1998.21,166.5175
camaragibe,31,3662.08,118.1316129032258
cambara,9,1022.62,113.62444444444445
cambara do sul,1,400.64,400.64
cambe,27,4559.06,168.85407407407408
cambiasca,1,38.089999999999996,38.089999999999996
cambira,2,519.35,259.675
camboriu,26,3797.6,146.06153846153845
cambuci,8,2279.92,284.99
cambui,20,4344.63,217.2315
cambuquira,5,444.24,88.848
cameta,4,521.85,130.4625
camocim,8,2078.27,259.78375
camocim de sao felix,2,419.02,209.51
campanario,2,313.29,156.645
campanha,7,786.27,112.32428571428571
campestre,3,384.32,128.10666666666665
campestre da serra,2,1390.06,695.03
campestre do maranhao,2,340.95,170.475
campina da lagoa,2,593.8199999999999,296.90999999999997
campina das missoes,2,211.0,105.5
campina do monte alegre,2,291.99,145.995
campina grande,67,22785.25,340.07835820895525
campina grande do sul,9,1276.75,141.86111111111111
campina verde,10,868.85,86.885
campinacu,1,195.91,195.91
campinapolis,2,585.52,292.76
campinas,1363,225223.12,165.24073367571532
campinas do sul,6,1531.2400000000002,255.2066666666667
campinorte,7,1400.61,200.08714285714285
campo alegre,3,2226.3100000000004,742.1033333333335
campo alegre de goias,2,240.27,120.135
campo alegre de lourdes,1,124.88999999999999,124.88999999999999
campo alegre de minas,1,137.93,137.93
campo alegre do fidalgo,1,263.94,263.94
campo azul,1,96.22,96.22
campo belo,21,2218.31,105.63380952380952
campo bom,35,5137.1,146.77428571428572
campo do brito,1,114.89,114.89
campo do meio,4,309.08,77.27
campo do tenente,1,71.03999999999999,71.03999999999999
campo ere,7,697.99,99.71285714285715
campo florido,1,92.02,92.02
campo formoso,10,4054.34,405.434
campo grande,308,65749.51,213.47243506493504
campo grande do piaui,1,190.88,190.88
campo largo,36,4665.79,129.6052777777778
campo limpo paulista,46,5872.87,127.67108695652173
campo magro,1,64.75999999999999,64.75999999999999
campo maior,7,1314.71,187.81571428571428
campo mourao,54,9346.46,173.0825925925926
campo novo,2,593.01,296.505
campo novo do parecis,15,5838.679999999999,389.2453333333333
campo verde,10,1029.69,102.96900000000001
campos altos,5,498.61,99.72200000000001
campos belos,7,927.53,132.50428571428571
campos borges,3,877.04,292.34666666666664
campos de julio,6,1110.35,185.0583333333333
campos do jordao,23,4185.24,181.96695652173912
campos dos goytacazes,229,38798.05,169.42379912663756
